EggNOG,locus_tag,old_locus_tag,COG,minPos,maxPos,Orient,gene_id,NCBI_desc,protein_id,gi_id,pfam_id,interpro_id,EC_num,unknown,COG_desc,unknown2,NOG_desc
ENOG4105J80,OG1RF_RS10160,OG1RF_11987,COG0224,2099499,2100407,-,atpG,ATP synthase F1 sector gamma subunit,AEA94674.1,GI:327535840,PF00231,IPR000131,3.6.3.14,C,"FoF1-type ATP synthase, gamma subunit",C,Produces ATP from ADP in the presence of a proton gradient across the membrane. The gamma chain is believed to be important in regulating ATPase activity and the flow of protons through the CF(0) complex (By similarity)
NA,Intergenic_2047_2100408_2100422,Intergenic_2047_2100408_2100422,NA,2100408,2100422,.,Intergenic_2047_2100408_2100422,Intergenic_2047_2100408_2100422,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105CDG,OG1RF_RS10165,OG1RF_11988,COG0056,2100423,2101979,-,atpA2,ATP synthase F1 sector alpha subunit,AEA94675.1,GI:327535841,"PF02874,PF00006,PF00306",IPR005294,3.6.3.14,C,"FoF1-type ATP synthase, alpha subunit",C,Produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a regulatory subunit (By similarity)
NA,Intergenic_2048_2101980_2102007,Intergenic_2048_2101980_2102007,NA,2101980,2102007,.,Intergenic_2048_2101980_2102007,Intergenic_2048_2101980_2102007,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4107YZM,OG1RF_RS10170,OG1RF_11989,COG0712,2102008,2102550,-,atpH,ATP synthase F1 sector delta subunit,AEA94676.1,GI:327535842,PF00213,IPR000711,3.6.3.14,C,"FoF1-type ATP synthase, delta subunit",C,"F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation (By similarity)"
ENOG4107ZFM,OG1RF_RS10175,OG1RF_11990,COG0711,2102537,2103067,-,atpF3,ATP synthase F0 sector subunit B,AEA94677.1,GI:327535843,PF00430,IPR005864,3.6.3.14,C,"FoF1-type ATP synthase, membrane subunit b or b'",C,"Component of the F(0) channel, it forms part of the peripheral stalk, linking F(1) to F(0) (By similarity)"
NA,Intergenic_2050_2103068_2103204,Intergenic_2050_2103068_2103204,NA,2103068,2103204,.,Intergenic_2050_2103068_2103204,Intergenic_2050_2103068_2103204,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105WS6,OG1RF_RS10180,OG1RF_11991,NA,2103205,2103426,-,atpE2,ATP synthase F0 sector subunit C,AEA94678.1,GI:327535844,PF00137,IPR002379,3.6.3.14,NA,NA,C,"F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation (By similarity)"
NA,Intergenic_2051_2103427_2103474,Intergenic_2051_2103427_2103474,NA,2103427,2103474,.,Intergenic_2051_2103427_2103474,Intergenic_2051_2103427_2103474,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4107RFS,OG1RF_RS10185,OG1RF_11992,COG0356,2103475,2104194,-,atpB2,ATP synthase F0 sector subunit A,AEA94679.1,GI:327535845,PF00119,IPR000568,3.6.3.14,C,"FoF1-type ATP synthase, membrane subunit a",C,it plays a direct role in the translocation of protons across the membrane (By similarity)
NA,Intergenic_2052_2104195_2104496,Intergenic_2052_2104195_2104496,NA,2104195,2104496,.,Intergenic_2052_2104195_2104496,Intergenic_2052_2104195_2104496,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4108UH4,OG1RF_RS10195,OG1RF_11993,COG0691,2104497,2104961,-,smpB,SsrA-binding protein,AEA94680.1,GI:327535846,PF01668,IPR000037,NA,O,tmRNA-binding protein,O,Binds specifically to the SsrA RNA (tmRNA) and is required for stable association of SsrA with ribosomes (By similarity)
NA,Intergenic_2053_2104962_2104973,Intergenic_2053_2104962_2104973,NA,2104962,2104973,.,Intergenic_2053_2104962_2104973,Intergenic_2053_2104962_2104973,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105C40,OG1RF_RS10200,OG1RF_11994,COG0557,2104974,2107343,-,rnr,ribonuclease R,AEA94681.1,GI:327535847,"PF08206,PF00773,PF00575",IPR004476,3.1.-.-,K,Exoribonuclease R,K,3'-5' exoribonuclease that releases 5'-nucleoside monophosphates and is involved in maturation of structured RNAs (By similarity)
ENOG4108DVB,OG1RF_RS10205,OG1RF_11995,COG1647,2107343,2108005,-,est,lipase/esterase Est,AEA94682.1,GI:327535848,NA,NA,3.1.1.1,Q,Esterase/lipase,I,Carboxylesterase (EC 3.1.1.1)
NA,Intergenic_2055_2108006_2108262,Intergenic_2055_2108006_2108262,NA,2108006,2108262,.,Intergenic_2055_2108006_2108262,Intergenic_2055_2108006_2108262,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG41084I5,OG1RF_RS10215,OG1RF_11996,NA,2108263,2108499,-,secG,preprotein translocase subunit SecG,AEA94683.1,GI:327535849,PF03840,IPR004692,NA,NA,NA,U,Preprotein translocase subunit SecG
NA,Intergenic_2056_2108500_2108666,Intergenic_2056_2108500_2108666,NA,2108500,2108666,.,Intergenic_2056_2108500_2108666,Intergenic_2056_2108500_2108666,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG41067U0,OG1RF_RS10220,OG1RF_11997,COG2388,2108667,2108942,-,NA,GNAT family acetyltransferase,AEA94684.1,GI:327535850,NA,IPR016181,NA,R,"Predicted acetyltransferase, GNAT superfamily",S,#NAME?
ENOG4105VR1,OG1RF_RS10225,OG1RF_11998,COG3592,2108932,2109216,-,NA,hypothetical protein,AEA94685.1,GI:327535851,PF06902,IPR010693,NA,S,Uncharacterized Fe-S cluster protein YjdI,S,Pfam:DUF1271
NA,Intergenic_2058_2109217_2109307,Intergenic_2058_2109217_2109307,NA,2109217,2109307,.,Intergenic_2058_2109217_2109307,Intergenic_2058_2109217_2109307,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105C59,OG1RF_RS10230,OG1RF_11999,COG2217,2109308,2111137,-,NA,P-ATPase superfamily P-type ATPase cadmium transporter,AEA94686.1,GI:327535852,"PF00122,PF00702",IPR006404,3.6.3.3,P,Cation transport ATPase,P,p-type ATPase
NA,Intergenic_2059_2111138_2111305,Intergenic_2059_2111138_2111305,NA,2111138,2111305,.,Intergenic_2059_2111138_2111305,Intergenic_2059_2111138_2111305,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4107RA1,OG1RF_RS10235,OG1RF_12000,COG0171,2111306,2112133,-,nadE2,NAD(+) synthase,AEA94687.1,GI:327535853,PF02540,IPR014729,6.3.1.5,H,NH3-dependent NAD+ synthetase,H,nh(3)-dependent nad( ) synthetase
NA,Intergenic_2060_2112134_2112135,Intergenic_2060_2112134_2112135,NA,2112134,2112135,.,Intergenic_2060_2112134_2112135,Intergenic_2060_2112134_2112135,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105DAP,OG1RF_RS10240,OG1RF_12001,COG1488,2112136,2113620,-,NA,nicotinate phosphoribosyltransferase,AEA94688.1,GI:327535854,PF04095,IPR007229,6.3.4.21,H,Nicotinic acid phosphoribosyltransferase,H,Nicotinate phosphoribosyltransferase
NA,Intergenic_2061_2113621_2113697,Intergenic_2061_2113621_2113697,NA,2113621,2113697,.,Intergenic_2061_2113621_2113697,Intergenic_2061_2113621_2113697,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105WH5,OG1RF_RS10245,OG1RF_12002,NA,2113698,2114108,-,gtcA,cell wall teichoic acid glycosylation protein GtcA,AEA94689.1,GI:327535855,PF04138,IPR007267,NA,NA,NA,S,Teichoic acid glycosylation protein
NA,Intergenic_2062_2114109_2114325,Intergenic_2062_2114109_2114325,NA,2114109,2114325,.,Intergenic_2062_2114109_2114325,Intergenic_2062_2114109_2114325,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4107X35,OG1RF_RS10250,OG1RF_12003,COG1705,2114326,2115873,-,amiD5,N-acetylmuramoyl-L-alanine amidase,AEA94690.1,GI:327535856,"PF01832,PF01476",IPR013338,NA,MN,Flagellum-specific peptidoglycan hydrolase FlgJ,M,defense response to bacterium
NA,Intergenic_2063_2115874_2115889,Intergenic_2063_2115874_2115889,NA,2115874,2115889,.,Intergenic_2063_2115874_2115889,Intergenic_2063_2115874_2115889,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,OG1RF_RS10255,OG1RF_12004,NA,2115890,2116600,-,NA,hypothetical protein,AEA94691.1,GI:327535857,NA,NA,NA,NA,NA,NA,NA
NA,Intergenic_2064_2116601_2116623,Intergenic_2064_2116601_2116623,NA,2116601,2116623,.,Intergenic_2064_2116601_2116623,Intergenic_2064_2116601_2116623,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG41065U4,OG1RF_RS10260,OG1RF_12005,COG0745,2116624,2117343,-,NA,transcriptional regulator,AEA94692.1,GI:327535858,PF00486,IPR011991,NA,TK,"DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain",T,response regulator
NA,Intergenic_2065_2117344_2117645,Intergenic_2065_2117344_2117645,NA,2117344,2117645,.,Intergenic_2065_2117344_2117645,Intergenic_2065_2117344_2117645,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,OG1RF_RS10265,OG1RF_12006,COG0459,2117646,2119271,-,groEL,chaperonin GroEL,AEA94693.1,GI:327535859,PF00118,IPR002423,NA,O,Chaperonin GroEL (HSP60 family),NA,NA
NA,Intergenic_2066_2119272_2119328,Intergenic_2066_2119272_2119328,NA,2119272,2119328,.,Intergenic_2066_2119272_2119328,Intergenic_2066_2119272_2119328,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105K5Y,OG1RF_RS10270,OG1RF_12007,COG0234,2119329,2119628,-,groES,chaperone GroES,AEA94694.1,GI:327535860,PF00166,IPR001476,NA,O,Co-chaperonin GroES (HSP10),O,Binds to Cpn60 in the presence of Mg-ATP and suppresses the ATPase activity of the latter (By similarity)
NA,Intergenic_2067_2119629_2119845,Intergenic_2067_2119629_2119845,NA,2119629,2119845,.,Intergenic_2067_2119629_2119845,Intergenic_2067_2119629_2119845,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,OG1RF_RS10275,OG1RF_12008,NA,2119846,2120022,+,NA,hypothetical protein,AEA94695.1,GI:327535861,NA,NA,NA,NA,NA,NA,NA
NA,Intergenic_2068_2120023_2120040,Intergenic_2068_2120023_2120040,NA,2120023,2120040,.,Intergenic_2068_2120023_2120040,Intergenic_2068_2120023_2120040,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4108TYN,OG1RF_RS10280,OG1RF_12009,COG1266,2120041,2120694,+,NA,abortive infection protein,AEA94696.1,GI:327535862,PF02517,IPR003675,NA,O,"Membrane protease YdiL, CAAX protease family",S,CAAX amino terminal protease family protein
NA,Intergenic_2069_2120695_2120736,Intergenic_2069_2120695_2120736,NA,2120695,2120736,.,Intergenic_2069_2120695_2120736,Intergenic_2069_2120695_2120736,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105FF6,OG1RF_RS10285,OG1RF_12010,COG2344,2120737,2121387,-,NA,CoA-binding domain protein,AEA94697.1,GI:327535863,"PF06971,PF02629",IPR016040,NA,K,NADH/NAD ratio-sensing transcriptional regulator Rex,K,Modulates transcription in response to changes in cellular NADH NAD( ) redox state (By similarity)
NA,Intergenic_2070_2121388_2121600,Intergenic_2070_2121388_2121600,NA,2121388,2121600,.,Intergenic_2070_2121388_2121600,Intergenic_2070_2121388_2121600,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105C5H,OG1RF_RS10290,OG1RF_12011,COG0488,2121601,2123547,+,NA,"ABC superfamily ATP binding cassette transporter, ABC protein",AEA94698.1,GI:327535864,PF00005,IPR003593,NA,R,ATPase components of ABC transporters with duplicated ATPase domains,S,ABC transporter
NA,Intergenic_2071_2123548_2123561,Intergenic_2071_2123548_2123561,NA,2123548,2123561,.,Intergenic_2071_2123548_2123561,Intergenic_2071_2123548_2123561,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4108X0G,OG1RF_RS10295,OG1RF_12012,COG2188,2123562,2124194,+,NA,GntR family transcriptional regulator,AEA94699.1,GI:327535865,"PF00392,PF02080",IPR000524,NA,K,"DNA-binding transcriptional regulator, GntR family",K,Transcriptional regulator
NA,Intergenic_2072_2124195_2124377,Intergenic_2072_2124195_2124377,NA,2124195,2124377,.,Intergenic_2072_2124195_2124377,Intergenic_2072_2124195_2124377,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4108IJ7,OG1RF_RS10300,OG1RF_12013,COG4175,2124378,2125586,+,opuAA2,"glycine betaine/L-proline ABC superfamily ATP binding cassette transporter, ABC protein",AEA94700.1,GI:327535866,"PF00005,PF00571",IPR005892,3.6.3.32,E,"ABC-type proline/glycine betaine transport system, ATPase component",E,Glycine betaine
ENOG4107SQ8,OG1RF_RS10305,OG1RF_12014,COG2113,2125579,2127288,+,NA,glycine betaine/carnitine/choline ABC superfamily ATP binding cassette transporter,AEA94701.1,GI:327535867,"PF00528,PF04069",IPR007210,NA,E,"ABC-type proline/glycine betaine transport system, periplasmic component",E,Glycine betaine
NA,Intergenic_2074_2127289_2127571,Intergenic_2074_2127289_2127571,NA,2127289,2127571,.,Intergenic_2074_2127289_2127571,Intergenic_2074_2127289_2127571,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4108JHH,OG1RF_RS10310,OG1RF_12015,NA,2127572,2128306,-,NA,hypothetical protein,AEA94702.1,GI:327535868,NA,NA,NA,NA,NA,S,Domain of unknown function (DUF697) 
NA,Intergenic_2075_2128307_2128425,Intergenic_2075_2128307_2128425,NA,2128307,2128425,.,Intergenic_2075_2128307_2128425,Intergenic_2075_2128307_2128425,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105CBD,OG1RF_RS10315,OG1RF_12016,COG1597,2128426,2129337,-,NA,diacylglycerol kinase catalytic domain protein,AEA94703.1,GI:327535869,PF00781,IPR005218,NA,IR,Diacylglycerol kinase family enzyme,I,Diacylglycerol kinase
NA,Intergenic_2076_2129338_2129450,Intergenic_2076_2129338_2129450,NA,2129338,2129450,.,Intergenic_2076_2129338_2129450,Intergenic_2076_2129338_2129450,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4107RKN,OG1RF_RS10320,OG1RF_12017,COG3835,2129451,2130464,-,NA,hypothetical protein,AEA94704.1,GI:327535870,PF05651,IPR008599,NA,KT,Sugar diacid utilization regulator,K,regulatoR
NA,Intergenic_2077_2130465_2130605,Intergenic_2077_2130465_2130605,NA,2130465,2130605,.,Intergenic_2077_2130465_2130605,Intergenic_2077_2130465_2130605,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105BZW,OG1RF_RS10325,OG1RF_12018,COG1929,2130606,2131775,-,glxK,glycerate kinase,AEA94705.1,GI:327535871,PF02595,IPR004381,2.7.1.31,G,Glycerate kinase,G,Glycerate kinase
ENOG4107QQ0,OG1RF_RS10330,OG1RF_12019,COG2610,2131776,2133068,-,NA,gluconate:H+ symporter family transporter GntP,AEA94706.1,GI:327535872,PF03600,NA,NA,GR,H+/gluconate symporter or related permease,EG,gntp family
NA,Intergenic_2079_2133069_2134133,Intergenic_2079_2133069_2134133,NA,2133069,2134133,.,Intergenic_2079_2133069_2134133,Intergenic_2079_2133069_2134133,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4108K9M,OG1RF_RS10335,OG1RF_12020,NA,2134134,2135900,+,NA,hypothetical protein,AEA94707.1,GI:327535873,NA,NA,NA,NA,NA,S,Cell Division Protein
NA,Intergenic_2080_2135901_2136872,Intergenic_2080_2135901_2136872,NA,2135901,2136872,.,Intergenic_2080_2135901_2136872,Intergenic_2080_2135901_2136872,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4108HM4,OG1RF_RS10340,OG1RF_12021,COG0687,2136873,2137946,-,potD,"spermidine/putrescine ABC superfamily ATP binding cassette transporter, binding protein",AEA94708.1,GI:327535874,PF01547,IPR006059,NA,E,Spermidine/putrescine-binding periplasmic protein,E,ABC transporter
ENOG4105D38,OG1RF_RS10345,OG1RF_12022,COG1177,2137943,2138779,-,potC,"spermidine/putrescine ABC superfamily ATP binding cassette transporter, membrane protein",AEA94709.1,GI:327535875,PF00528,IPR000515,NA,E,"ABC-type spermidine/putrescine transport system, permease component II",P,putrescine abc transporter
ENOG4105F38,OG1RF_RS10350,OG1RF_12023,COG1176,2138779,2139585,-,potB,"spermidine/putrescine ABC superfamily ATP binding cassette transporter, membrane protein",AEA94710.1,GI:327535876,PF00528,NA,NA,E,"ABC-type spermidine/putrescine transport system, permease component I",P,"ABC transporter, permease"
NA,Intergenic_2083_2139586_2139603,Intergenic_2083_2139586_2139603,NA,2139586,2139603,.,Intergenic_2083_2139586_2139603,Intergenic_2083_2139586_2139603,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105C53,OG1RF_RS10355,OG1RF_12024,COG3842,2139604,2140740,-,potA,"spermidine/putrescine ABC superfamily ATP binding cassette transporter, ABC protein",AEA94711.1,GI:327535877,"PF00005,PF08402",IPR005893,3.6.3.31,E,"ABC-type Fe3+/spermidine/putrescine transport systems, ATPase components",E,Part of the ABC transporter complex PotABCD involved in spermidine putrescine import. Responsible for energy coupling to the transport system (By similarity)
ENOG4105NN9,OG1RF_RS10360,OG1RF_12025,COG1396,2140715,2141257,-,NA,cro/CI family transcriptional regulator,AEA94712.1,GI:327535878,"PF01381,PF07883",IPR001387,NA,K,"Transcriptional regulator, contains XRE-family HTH domain",K,Transcriptional regulator
NA,Intergenic_2085_2141258_2141520,Intergenic_2085_2141258_2141520,NA,2141258,2141520,.,Intergenic_2085_2141258_2141520,Intergenic_2085_2141258_2141520,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105D3Z,OG1RF_RS10365,OG1RF_12026,COG0604,2141521,2142513,+,NA,alcohol dehydrogenase,AEA94713.1,GI:327535879,"PF08240,PF00107",IPR014188,NA,CR,NADPH:quinone reductase or related Zn-dependent oxidoreductase,C,"quinone oxidoreductase, yhdh yhfp family"
NA,Intergenic_2086_2142514_2142528,Intergenic_2086_2142514_2142528,NA,2142514,2142528,.,Intergenic_2086_2142514_2142528,Intergenic_2086_2142514_2142528,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105GF4,OG1RF_RS10370,OG1RF_12027,COG0452,2142529,2143302,+,coaB,phosphopantothenate-cysteine ligase,AEA94714.1,GI:327535880,PF04127,IPR011848,6.3.2.5,H,Phosphopantothenoylcysteine synthetase/decarboxylase,H,DNA pantothenate metabolism flavoprotein domain protein
ENOG4105CJS,OG1RF_RS10375,OG1RF_12028,COG0452,2143299,2143853,+,coaC,phosphopantothenoylcysteine decarboxylase,AEA94715.1,GI:327535881,PF02441,IPR003382,4.1.1.36,H,Phosphopantothenoylcysteine synthetase/decarboxylase,H,Phosphopantothenoylcysteine decarboxylase
NA,Intergenic_2088_2143854_2143856,Intergenic_2088_2143854_2143856,NA,2143854,2143856,.,Intergenic_2088_2143854_2143856,Intergenic_2088_2143854_2143856,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105FH5,OG1RF_RS10380,OG1RF_12029,COG4684,2143857,2144492,+,NA,hypothetical protein,AEA94716.1,GI:327535882,NA,NA,NA,S,Uncharacterized membrane protein,S,Membrane
NA,Intergenic_2089_2144493_2144547,Intergenic_2089_2144493_2144547,NA,2144493,2144547,.,Intergenic_2089_2144493_2144547,Intergenic_2089_2144493_2144547,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4108TV1,OG1RF_RS10385,OG1RF_12030,COG2348,2144548,2145753,-,fibA,beta-lactam resistance factor,AEA94717.1,GI:327535883,PF02388,IPR003447,NA,M,Lipid II:glycine glycyltransferase (Peptidoglycan interpeptide bridge formation enzyme),V,"Catalyzes the incorporation of amino acid(s) into the interchain peptide bridge of peptidoglycan, using aminoacyl-tRNA as amino acid donor (By similarity)"
NA,Intergenic_2090_2145754_2145990,Intergenic_2090_2145754_2145990,NA,2145754,2145990,.,Intergenic_2090_2145754_2145990,Intergenic_2090_2145754_2145990,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG410816W,OG1RF_RS10390,OG1RF_12031,NA,2145991,2146497,-,NA,integral membrane protein,AEA94718.1,GI:327535884,PF06177,IPR010387,NA,NA,NA,S,integral membrane protein
NA,Intergenic_2091_2146498_2146759,Intergenic_2091_2146498_2146759,NA,2146498,2146759,.,Intergenic_2091_2146498_2146759,Intergenic_2091_2146498_2146759,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4107YVR,OG1RF_RS10395,OG1RF_12032,COG1597,2146760,2147719,+,NA,diacylglycerol kinase catalytic domain protein,AEA94719.1,GI:327535885,PF00781,IPR005218,NA,IR,Diacylglycerol kinase family enzyme,I,Diacylglycerol kinase
NA,Intergenic_2092_2147720_2147785,Intergenic_2092_2147720_2147785,NA,2147720,2147785,.,Intergenic_2092_2147720_2147785,Intergenic_2092_2147720_2147785,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105C7H,OG1RF_RS10400,OG1RF_12033,COG0507,2147786,2150395,-,NA,RecD/TraA family helicase,AEA94720.1,GI:327535886,NA,IPR006345,NA,L,"ATP-dependent exoDNAse (exonuclease V), alpha subunit, helicase superfamily I",L,"Helicase, RecD TraA family"
NA,Intergenic_2093_2150396_2150421,Intergenic_2093_2150396_2150421,NA,2150396,2150421,.,Intergenic_2093_2150396_2150421,Intergenic_2093_2150396_2150421,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105FZI,OG1RF_RS10405,OG1RF_12034,COG0406,2150422,2151066,-,gpmB,phosphoglycerate mutase,AEA94721.1,GI:327535887,PF00300,IPR013078,5.4.2.1,G,Broad specificity phosphatase PhoE,G,phosphoglycerate mutase
NA,Intergenic_2094_2151067_2151282,Intergenic_2094_2151067_2151282,NA,2151067,2151282,.,Intergenic_2094_2151067_2151282,Intergenic_2094_2151067_2151282,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4108UIQ,OG1RF_RS10410,OG1RF_12035,COG0219,2151283,2151789,-,NA,RNA methyltransferase,AEA94722.1,GI:327535888,PF00588,IPR004440,NA,J,"tRNA(Leu) C34 or U34 (ribose-2'-O)-methylase TrmL, contains SPOUT domain",J,Methylates the ribose at the nucleotide 34 wobble position in the two leucyl isoacceptors tRNA(Leu)(CmAA) and tRNA(Leu)(cmnm5UmAA). Catalyzes the methyl transfer from S- adenosyl-L-methionine to the 2'-OH of the wobble nucleotide (By similarity)
NA,Intergenic_2095_2151790_2152100,Intergenic_2095_2151790_2152100,NA,2151790,2152100,.,Intergenic_2095_2151790_2152100,Intergenic_2095_2151790_2152100,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105DHI,OG1RF_RS10415,OG1RF_12036,COG0500,2152101,2152946,-,NA,23S rRNA methyltransferase A,AEA94723.1,GI:327535889,PF08241,NA,NA,QR,SAM-dependent methyltransferase,Q,Methyltransferase
NA,Intergenic_2096_2152947_2153075,Intergenic_2096_2152947_2153075,NA,2152947,2153075,.,Intergenic_2096_2152947_2153075,Intergenic_2096_2152947_2153075,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4106N3A,OG1RF_RS10420,OG1RF_12037,COG3142,2153076,2153705,+,cutC,copper homeostasis protein CutC,AEA94724.1,GI:327535890,PF03932,IPR005627,NA,P,Copper homeostasis protein CutC,P,copper homeostasis protein cutc
NA,Intergenic_2097_2153706_2153822,Intergenic_2097_2153706_2153822,NA,2153706,2153822,.,Intergenic_2097_2153706_2153822,Intergenic_2097_2153706_2153822,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105CJW,OG1RF_RS10425,OG1RF_12038,COG2239,2153823,2155184,-,mgtE,MgtE family magnesium transporter,AEA94725.1,GI:327535891,"PF03448,PF00571,PF01769",IPR006669,NA,P,Mg/Co/Ni transporter MgtE (contains CBS domain),P,magnesium transporter
NA,Intergenic_2098_2155185_2155214,Intergenic_2098_2155185_2155214,NA,2155185,2155214,.,Intergenic_2098_2155185_2155214,Intergenic_2098_2155185_2155214,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105EMS,OG1RF_RS10430,OG1RF_12039,COG0564,2155215,2156108,-,rluD2,23S rRNA pseudouridylate synthase RluD,AEA94726.1,GI:327535892,PF00849,IPR006225,5.4.99.-,J,"Pseudouridylate synthase, 23S rRNA- or tRNA-specific",J,pseudouridine synthase
NA,Intergenic_2099_2156109_2156115,Intergenic_2099_2156109_2156115,NA,2156109,2156115,.,Intergenic_2099_2156109_2156115,Intergenic_2099_2156109_2156115,NA,NA,NA,NA,NA,NA,NA,NA,NA
